Step,"field=3,degree=1",,,"field=3,degree=2",,,"field=3,degree=3",,,"field=3,degree=4",,,"field=3,degree=5",,,"field=3,degree=6",,
567,1.559492826,,,1.331894875,,,1.334863663,,,1.374696016,,,1.284372807,,,1.214267015,,
568,1.414654493,,,1.032910585,,,1.13462007,,,0.889325917,,,0.981934249,,,0.667724609,,
569,1.333648443,,,1.181085348,,,1.136466742,,,1.057705283,,,1.062203765,,,0.985194743,,
570,1.28122592,,,0.975331306,,,1.119689465,,,0.975041747,,,0.984754324,,,1.000682712,,
571,1.287735224,,,0.839090347,,,0.950794935,,,0.780028939,,,0.934795737,,,0.787984848,,
572,0.986574471,,,0.703103423,,,0.65427506,,,0.596531689,,,0.591031253,,,0.426393598,,
573,0.967192531,,,0.404649287,,,0.44740206,,,0.246395469,,,0.22509414,,,3.16E-33,,
574,0.989957213,,,0.672080636,,,0.790131509,,,0.555917323,,,0.615512908,,,0.449122459,,
575,0.999030948,,,0.815189481,,,0.741203785,,,0.733938575,,,0.724405169,,,0.725956559,,
576,1.244567394,,,0.948233604,,,0.915483415,,,0.850580871,,,0.959695816,,,0.895441175,,
577,1.352068424,,,0.935431182,,,0.946015477,,,0.92354852,,,0.982340693,,,1.009169579,,
578,1.199009418,,,0.919683933,,,0.661696672,,,0.75428772,,,0.591003895,,,0.489980787,,
579,1.377622247,,,1.117748618,,,1.033335805,,,1.130461812,,,0.997287154,,,1.005281687,,
580,1.418309569,,,1.22089076,,,1.316346765,,,1.278617024,,,1.295333862,,,1.416081309,,
581,1.413216949,,,1.301021099,,,1.45193851,,,1.512828946,,,1.381469488,,,1.427592635,,
582,1.17252934,,,1.264507771,,,1.360975504,,,1.541605353,,,1.375485897,,,1.288237453,,
583,1.281023383,,,1.341669321,,,1.38686192,,,1.355994701,,,1.338416815,,,1.242807865,,
584,1.427463412,,,1.369865537,,,1.530412316,,,1.616614461,,,1.419108033,,,1.478670835,,
585,1.643856168,,,1.595121861,,,1.914226055,,,1.883071303,,,1.753618717,,,1.940409899,,
586,1.941869497,,,2.014298677,,,1.952110052,,,2.114718199,,,2.2921803,,,2.27535677,,
587,1.742825627,,,1.89236629,,,1.905269265,,,2.143014431,,,1.88716805,,,2.282062054,,
588,1.978310585,,,1.884771347,,,1.793217421,,,1.811884999,,,2.039429188,,,1.833327651,,
589,2.481012106,,,2.984217167,,,2.446501255,,,2.342094183,,,2.669714689,,,2.634259701,,
590,2.937856674,,,2.749581099,,,3.005284786,,,2.562889814,,,3.009520292,,,2.875289202,,
591,2.044871092,,,2.396658421,,,2.358966351,,,2.40436244,,,2.803484917,,,2.475357056,,
592,2.151863337,,,1.936102629,,,2.050032377,,,2.248706818,,,2.221811295,,,2.17650795,,
593,2.112807751,,,2.109771252,,,2.189368248,,,2.32823658,,,2.258646727,,,1.678279996,,
594,1.716564178,,,1.694420695,,,1.966626406,,,1.78855288,,,1.549484968,,,1.496166229,,
595,1.843706727,,,1.882994652,,,1.767081857,,,1.980952263,,,1.646715879,,,1.807711601,,
596,1.513901353,,,1.675562382,,,1.416749716,,,1.602187037,,,1.802695036,,,1.831833601,,
597,1.597799778,,,1.430568576,,,1.69802916,,,1.518964291,,,1.536563277,,,1.769276261,,
598,1.421631694,,,1.220677018,,,1.089704275,,,1.115703344,,,1.020435214,,,1.134868741,,
599,1.148966074,,,0.878031373,,,0.832521737,,,0.799639225,,,0.697615027,,,0.646700203,,
600,1.106313229,,,0.936116338,,,0.937081218,,,1.01432085,,,0.924779415,,,0.795736492,,
601,1.308026671,,,0.849517584,,,0.789453387,,,0.799638391,,,0.80029428,,,0.867047429,,
602,1.291482568,,,0.968399167,,,0.891230583,,,0.931981564,,,0.865834296,,,0.829086065,,
603,1.150499701,,,0.670122385,,,0.705313563,,,0.620388269,,,0.63682127,,,0.477885723,,
604,0.915039361,,,0.380970776,,,0.381785274,,,0.241800711,,,0.218400642,,,0,,
605,1.017596602,,,0.61638689,,,0.604651332,,,0.528415561,,,0.513389707,,,0.4040097,,
606,1.146597981,,,0.780630827,,,0.862959325,,,0.752246618,,,0.890947461,,,0.667290449,,
607,1.138977647,,,0.852876306,,,0.793219566,,,0.80490768,,,0.95684278,,,0.789510489,,
608,1.202964544,,,0.916377902,,,0.861861229,,,0.759643674,,,0.700306237,,,0.685626149,,
609,1.029776573,,,0.769519448,,,0.71145308,,,0.755834103,,,0.574721515,,,0.49919197,,
610,1.148583293,,,0.957437515,,,0.993192434,,,0.921854675,,,0.897062421,,,0.84225446,,
611,1.234342575,,,1.068441629,,,1.237288833,,,1.179565668,,,1.304156423,,,1.403283715,,
612,1.381125689,,,1.389378309,,,1.324330568,,,1.340800643,,,1.460349917,,,1.589963675,,
613,1.447738647,,,1.301015496,,,1.481227636,,,1.2428267,,,1.542433023,,,1.196436167,,
614,1.467143059,,,1.589139104,,,1.289234877,,,1.25418973,,,1.071313977,,,1.127432942,,
615,1.63303566,,,1.860280871,,,1.579167008,,,1.652238011,,,1.364102483,,,1.659463286,,
616,1.808856487,,,2.053887606,,,2.055925608,,,2.089976549,,,2.212384462,,,2.190947056,,
617,1.634163499,,,1.887432456,,,1.614775896,,,1.974897146,,,1.741055727,,,2.246188164,,
618,1.908604622,,,1.8761307,,,1.83172965,,,1.785304189,,,2.080574512,,,2.557234526,,
619,2.130297661,,,1.850882649,,,2.161697149,,,1.531710744,,,1.90276587,,,1.809640646,,
620,2.302696705,,,2.247442245,,,1.971055508,,,1.986260772,,,2.536585808,,,1.96611321,,
621,2.189529657,,,2.510070324,,,2.332300901,,,2.934699059,,,2.533463478,,,2.443877697,,
622,1.776018739,,,2.234111786,,,1.87415421,,,2.023416758,,,2.003062725,,,2.285411358,,
623,1.798146248,,,2.086505651,,,1.950892329,,,2.203469515,,,2.270500183,,,2.418066978,,
624,1.508373976,,,1.526537895,,,1.498001695,,,1.624338031,,,1.539255977,,,1.734934568,,
625,1.208916903,,,1.138169527,,,1.069115758,,,1.351535082,,,1.212866664,,,1.059437037,,
626,1.503398418,,,1.473315001,,,1.236159444,,,1.382966995,,,1.288738608,,,1.480620146,,
627,1.221105337,,,1.199506998,,,1.313432574,,,1.234921217,,,1.338254213,,,1.630922437,,
628,1.270634413,,,1.26409471,,,1.272272825,,,1.239670873,,,1.196954012,,,1.343743682,,
629,1.083449125,,,1.015564919,,,0.941687584,,,0.932876587,,,0.962436914,,,1.134429693,,
630,1.10463357,,,0.791563511,,,0.621433973,,,0.78190589,,,0.431226373,,,0.402212232,,
631,1.118945956,,,0.852961957,,,0.846820474,,,0.817727566,,,0.936749399,,,0.898022175,,
632,1.294734955,,,0.923555195,,,1.065248251,,,0.814202964,,,0.824286938,,,0.894289553,,
633,1.302414417,,,0.8850649,,,0.788089812,,,0.749779105,,,0.719972372,,,0.649337649,,
634,1.034124255,,,0.623588622,,,0.615622342,,,0.53820014,,,0.573313475,,,0.417188644,,
635,0.925774455,,,0.424215794,,,0.449034005,,,0.249483824,,,0.238488734,,,0,,
636,1.091232777,,,0.680496633,,,0.673056841,,,0.584632039,,,0.530538082,,,0.359990031,,
637,1.021537781,,,0.738072336,,,0.774577737,,,0.677120805,,,0.694069326,,,0.746284366,,
638,1.109608889,,,0.798843205,,,0.939799309,,,0.748299241,,,0.770064294,,,0.741867423,,
639,1.248455405,,,0.843486905,,,0.923739076,,,0.755435348,,,0.743255079,,,0.700956523,,
640,1.057013154,,,0.898587763,,,0.643810809,,,0.75741452,,,0.530296803,,,0.490022689,,
641,1.306417227,,,1.118481636,,,0.972097158,,,0.914512038,,,0.944655061,,,0.818356752,,
642,1.475951552,,,1.3871243,,,1.446794033,,,1.228612781,,,1.147225499,,,1.278211474,,
643,1.415318489,,,1.15737772,,,1.117808104,,,1.386428952,,,1.138381481,,,1.191906691,,
644,1.227917671,,,1.46354413,,,1.197892427,,,1.471273303,,,1.336294413,,,1.215685248,,
645,1.515883088,,,1.421063542,,,1.30397296,,,1.07120204,,,0.918924749,,,0.858487189,,
646,1.629645348,,,1.760763645,,,1.676315069,,,1.8546561,,,1.9315207,,,2.487026215,,
647,1.804185629,,,1.9201442,,,1.90792644,,,2.196785927,,,2.20049262,,,2.68672657,,
648,2.018642664,,,1.899913549,,,2.067015171,,,2.186881542,,,2.248398066,,,2.767323017,,
649,2.092370033,,,2.058993101,,,1.694234848,,,2.093549728,,,2.209842682,,,2.715346336,,
650,2.220711231,,,2.068418026,,,1.699354649,,,1.955015659,,,2.326236725,,,2.044992208,,
651,1.738889337,,,1.57493341,,,1.545568466,,,1.378987432,,,1.440857887,,,1.531185985,,
652,1.759676218,,,1.873244643,,,1.825915098,,,1.837184429,,,1.858141661,,,1.828140974,,
653,1.640853286,,,1.596081257,,,1.985435128,,,1.732310534,,,1.724854112,,,2.075457096,,
654,1.716165543,,,1.430675745,,,1.790191293,,,1.647394657,,,1.840175152,,,1.793635607,,
655,1.40041399,,,1.383220196,,,1.392188311,,,1.490392685,,,1.243952751,,,1.343087912,,
656,1.091457367,,,1.125891924,,,1.249906063,,,0.826583982,,,0.97616291,,,0.823143721,,
657,1.345206141,,,1.219615698,,,1.145833254,,,1.309494495,,,1.293655634,,,1.299511909,,
658,1.323720455,,,1.491138577,,,1.403714895,,,1.543304682,,,1.485779285,,,1.453151107,,
659,1.209308028,,,1.182305694,,,1.100995898,,,1.036307812,,,1.230370283,,,1.30292666,,
660,1.298242807,,,1.037461758,,,0.903394461,,,0.951048732,,,0.973352671,,,0.839135647,,
661,1.119514346,,,0.841289937,,,0.586556673,,,0.566349328,,,0.509685159,,,0.441327095,,
662,1.12819469,,,0.880574882,,,0.874372065,,,0.812655151,,,0.713155746,,,0.741984725,,
663,1.115124702,,,0.861536622,,,0.796089292,,,0.83394599,,,0.911533594,,,0.8794716,,
664,1.140613079,,,0.944431424,,,0.786521912,,,0.744717121,,,0.746509075,,,0.740792811,,
665,1.213046193,,,0.654585063,,,0.716840684,,,0.556566954,,,0.476123482,,,0.365893841,,
666,1.232390165,,,0.513059199,,,0.462497324,,,0.307120532,,,0.276982427,,,3.94E-34,,
667,1.107289553,,,0.630727291,,,0.71083039,,,0.482088208,,,0.469904602,,,0.323832989,,
668,1.198551893,,,0.781129599,,,0.792277932,,,0.731620967,,,0.768352807,,,0.662389457,,
669,1.10427475,,,0.916620851,,,0.693073273,,,0.622322202,,,0.597416997,,,0.514961421,,
670,1.207952738,,,0.842711151,,,0.698103309,,,0.681358218,,,0.521757126,,,0.606003284,,
671,1.311959863,,,0.84707886,,,0.653880775,,,0.55513072,,,0.465692401,,,0.489156067,,
672,1.574085712,,,1.341412306,,,1.100141883,,,1.275417447,,,1.280987263,,,1.16996789,,
673,1.330100298,,,1.284107924,,,1.357372046,,,1.313217163,,,1.347473979,,,1.521144867,,
674,1.25280714,,,1.199425697,,,1.106059432,,,1.544126272,,,1.337982535,,,1.591295004,,
675,1.467515945,,,1.22717011,,,1.476902604,,,1.371399403,,,1.187153339,,,1.452811837,,
676,1.429069161,,,1.259174585,,,1.598814368,,,1.158773661,,,1.015134454,,,1.070989251,,
677,1.516793728,,,1.538940549,,,1.644305944,,,1.562271118,,,1.49584043,,,1.322306991,,
678,1.611783981,,,1.73578918,,,1.610438228,,,1.776179314,,,1.733958006,,,1.975475669,,
679,2.130634785,,,1.553167701,,,1.639351368,,,2.12704134,,,2.006031513,,,2.187266827,,
680,1.76007247,,,1.797381401,,,1.624322057,,,1.856687307,,,1.76208818,,,1.776288509,,
681,1.893337011,,,1.76106298,,,1.59971714,,,2.104325056,,,1.455000401,,,1.667811751,,
682,1.5579319,,,1.385439634,,,1.407975912,,,1.551855683,,,1.024547458,,,1.296937823,,
683,1.457769036,,,1.645316839,,,1.636700988,,,1.710137844,,,1.750997543,,,1.920981884,,
684,1.654079437,,,1.765748858,,,1.874971867,,,1.869837403,,,2.037576675,,,2.403564453,,
685,1.469156504,,,1.778764486,,,1.716065884,,,1.740574479,,,1.862493992,,,1.879250407,,
686,1.414268255,,,1.205708027,,,1.288604498,,,1.415165901,,,1.334470034,,,1.487307549,,
687,1.140239954,,,1.241469026,,,1.203916907,,,1.007919073,,,1.179253459,,,1.08781302,,
688,1.300814867,,,1.312256932,,,1.183410406,,,1.321582556,,,1.189674258,,,1.348980665,,
689,1.233625889,,,1.308150411,,,1.125975132,,,1.033064723,,,1.396826148,,,1.451536894,,
690,1.301207542,,,1.163465023,,,1.077824831,,,1.211326599,,,1.307738423,,,1.14076674,,
691,1.206130385,,,0.969755769,,,0.950661063,,,0.870456994,,,0.859427929,,,0.793494284,,
692,0.997161865,,,0.882751465,,,0.74739176,,,0.75540626,,,0.6800102,,,0.635450304,,
693,1.128828168,,,0.773099124,,,0.815204024,,,0.765102148,,,0.773223162,,,0.660731971,,
694,1.164615989,,,0.811107635,,,0.855874419,,,0.718448937,,,0.646949589,,,0.689965487,,
695,1.153953314,,,0.67903018,,,0.657234371,,,0.514575958,,,0.519336939,,,0.505397916,,
696,1.007184386,,,0.587798715,,,0.610865772,,,0.499276221,,,0.512135506,,,0.339511454,,
697,1.072384357,,,0.584469795,,,0.466264397,,,0.236170441,,,0.239708275,,,0,,
698,1.223815084,,,0.998979688,,,0.90977633,,,0.755654454,,,0.706925452,,,0.7124964,,
699,1.180001616,,,0.869062006,,,0.96685946,,,1.136949301,,,0.845407128,,,0.839925766,,
700,1.200342298,,,1.061690688,,,0.816955924,,,0.797084212,,,0.864425719,,,0.775032401,,
701,1.224316359,,,0.955976009,,,0.930448055,,,0.816431761,,,0.827809215,,,0.857067645,,
702,1.206829786,,,0.955765486,,,0.688094497,,,0.985453486,,,0.681129694,,,0.5638749,,
703,1.282982469,,,1.034760714,,,0.917405367,,,0.959394932,,,0.96822679,,,0.858263969,,
704,1.12166059,,,1.139554024,,,1.136529684,,,1.160204887,,,1.164572835,,,1.131985307,,
705,1.137566328,,,1.310002327,,,1.196645379,,,1.329556108,,,1.259387136,,,1.257240772,,
706,1.345321178,,,1.252298594,,,1.165690541,,,1.2389853,,,1.38518393,,,1.146290541,,
707,1.354958773,,,1.194467068,,,1.410339832,,,1.074633121,,,1.028652191,,,1.190076947,,
708,1.596072435,,,1.777225971,,,1.789035797,,,1.634809017,,,1.536348939,,,1.41057229,,
709,1.696056604,,,1.875995755,,,1.633803606,,,1.857167006,,,1.58646369,,,1.690081358,,
710,1.700104237,,,1.852807522,,,1.991372585,,,1.862496018,,,2.08648634,,,2.018663883,,
711,1.995228529,,,1.770347476,,,2.064265251,,,2.246092319,,,2.019960403,,,2.041845798,,
712,2.180862427,,,2.010043621,,,1.937412381,,,1.634564877,,,1.573042393,,,2.001160383,,
713,2.704474449,,,1.967081428,,,1.95593524,,,1.839465141,,,2.081420183,,,1.600145459,,
714,2.426424503,,,2.154255152,,,1.850979328,,,1.956886053,,,2.103221655,,,2.400323391,,
715,2.127764463,,,1.90047133,,,2.012612581,,,2.015379429,,,2.191660166,,,2.35362339,,
716,2.155840397,,,1.994882703,,,2.026910067,,,2.017907143,,,2.114606857,,,2.182855129,,
717,1.632831216,,,1.608128309,,,1.752864122,,,1.568989158,,,1.533205986,,,1.890463114,,
718,1.374678612,,,1.567409754,,,1.340513706,,,1.326421022,,,1.235594749,,,1.337045789,,
719,1.33059299,,,1.395885348,,,1.426325679,,,1.309649825,,,1.28595674,,,1.482086182,,
720,1.416063547,,,1.445478797,,,1.377861977,,,1.363948941,,,1.419047594,,,1.514143467,,
721,1.312043428,,,1.307503104,,,1.062005043,,,1.145996451,,,1.221038818,,,1.072077751,,
722,1.281676292,,,1.056833744,,,1.081612468,,,1.000482917,,,0.977243006,,,0.895689726,,
723,1.186785221,,,1.027229071,,,0.689764321,,,0.800294816,,,0.750580013,,,0.533776283,,
724,1.333348036,,,0.8508991,,,0.852884412,,,0.88541925,,,0.776892781,,,0.868308187,,
725,1.230555058,,,0.860316098,,,0.788397312,,,0.68990767,,,0.770724177,,,0.723127127,,
726,1.076019526,,,0.704570174,,,0.752448559,,,0.592294693,,,0.659113407,,,0.506386518,,
727,1.066721439,,,0.596453786,,,0.603378236,,,0.476029038,,,0.500896931,,,0.312587559,,
728,0.990347505,,,0.439894766,,,0.452301979,,,0.261283845,,,0.211827189,,,0,,
729,1.169567823,,,0.614463449,,,0.589701355,,,0.497308224,,,0.510091245,,,0.36168769,,
730,1.080782771,,,0.729995787,,,0.642991781,,,0.669427276,,,0.617589474,,,0.568112135,,
731,1.233599901,,,0.783558726,,,0.808016896,,,0.830559373,,,0.691467404,,,0.785799265,,
732,1.17434299,,,0.686697364,,,0.656843305,,,0.667383432,,,0.705930114,,,0.646996081,,
733,1.102314353,,,0.858457327,,,0.745144784,,,0.696547031,,,0.501669049,,,0.482427508,,
734,1.163150549,,,1.065337658,,,1.036057949,,,0.99352181,,,0.900708556,,,0.954391599,,
735,1.28398788,,,1.219599962,,,1.162068248,,,1.01537919,,,0.887868106,,,1.229433417,,
736,1.155252218,,,1.306563377,,,1.126272321,,,1.183702946,,,1.188969851,,,1.283937573,,
737,1.401911974,,,1.214063048,,,1.340745091,,,1.351198196,,,1.20714426,,,1.611119151,,
738,1.522997737,,,1.352282047,,,1.336557031,,,1.200001001,,,1.19773376,,,1.287272215,,
739,1.355047226,,,1.730485201,,,1.581925988,,,1.561853051,,,1.634462357,,,1.611458778,,
740,1.437689185,,,1.540316582,,,1.734286785,,,1.562941074,,,1.7915411,,,1.75791502,,
741,1.667151213,,,1.790385246,,,1.797539949,,,1.745914698,,,1.931234121,,,2.56877923,,
742,2.096490383,,,1.645240784,,,1.713021517,,,1.799354076,,,1.769952178,,,2.213255405,,
743,1.802018046,,,1.86153841,,,1.733454108,,,1.43767345,,,1.657280922,,,1.811262846,,
744,2.253832579,,,2.079097748,,,2.198068142,,,1.94865787,,,1.972577691,,,1.862462759,,
745,1.837082505,,,2.056517601,,,2.02965045,,,2.01908803,,,2.044237852,,,2.087930441,,
746,2.118680477,,,2.026149273,,,1.901660562,,,2.07636857,,,2.292979479,,,2.038850307,,
747,1.567903876,,,1.505859733,,,1.734719276,,,1.452186227,,,1.458346486,,,1.762829304,,
748,1.621766448,,,1.68776834,,,1.364584327,,,1.515263557,,,1.477245808,,,1.442619324,,
749,1.214989901,,,1.241269112,,,1.286836743,,,1.003480911,,,1.104521751,,,0.96212399,,
750,1.419837952,,,1.24998641,,,1.236489534,,,1.277305603,,,1.172758102,,,1.391141176,,
751,1.216314435,,,1.137872458,,,1.16809237,,,1.149434209,,,1.219113111,,,1.34363091,,
752,1.170754194,,,1.082947969,,,1.0235672,,,1.111881971,,,1.03574574,,,1.056934953,,
753,1.234904289,,,1.141687632,,,0.923390925,,,0.910723805,,,0.838050127,,,0.852045774,,
754,1.022942662,,,0.716817796,,,0.625145078,,,0.684739709,,,0.558754921,,,0.52679944,,
755,1.054392219,,,0.776400685,,,0.741548657,,,0.778988719,,,0.631233931,,,0.706422269,,
756,1.043735504,,,0.706710339,,,0.597489595,,,0.715172291,,,0.717330933,,,0.784112811,,
757,1.042589664,,,0.705554008,,,0.746410489,,,0.62533772,,,0.691725969,,,0.581488848,,
758,1.052296162,,,0.583380222,,,0.632948041,,,0.528800964,,,0.566525996,,,0.386877954,,
759,0.886741579,,,0.460268885,,,0.469175041,,,0.278311968,,,0.280334294,,,0,,
760,1.083300233,,,0.690203309,,,0.710966587,,,0.573081732,,,0.531372488,,,0.389029533,,
761,1.189628601,,,0.665421128,,,0.687173426,,,0.621075869,,,0.75903964,,,0.687316298,,
762,1.033623457,,,0.837298512,,,0.770301044,,,0.760205626,,,0.722913265,,,0.750259519,,
763,1.133437395,,,0.994748116,,,0.919334054,,,0.862390339,,,0.906397879,,,0.758019388,,
764,1.2316854,,,0.984320164,,,0.867418051,,,0.87417084,,,0.659580946,,,0.645655394,,
765,1.353340387,,,1.05036366,,,1.044798374,,,1.097174168,,,1.021161199,,,1.075808048,,
766,1.414956689,,,1.27456069,,,1.218335629,,,1.308050036,,,1.179452777,,,1.178523064,,
767,1.608953118,,,1.206680059,,,1.288128018,,,1.240244627,,,1.438120842,,,1.266217947,,
768,1.421804667,,,1.46139276,,,1.453514576,,,1.37984705,,,1.393157482,,,1.460880876,,
769,1.404279113,,,1.537543178,,,1.214488506,,,1.318701506,,,1.037710905,,,1.314751267,,
770,1.577415466,,,1.720424414,,,1.984823346,,,1.622566462,,,1.668798804,,,1.740718842,,
771,2.013693571,,,2.246745825,,,2.185887814,,,1.933783412,,,1.881008506,,,1.946705341,,
772,2.000121593,,,2.020669699,,,2.147951603,,,2.003272772,,,2.192850113,,,2.239135742,,
773,2.476020336,,,2.109943867,,,2.652440071,,,2.542671204,,,2.232352734,,,2.424819231,,
774,2.353235245,,,2.02211237,,,2.038756371,,,2.111111164,,,2.106041908,,,1.912121058,,
775,1.959227324,,,2.184232473,,,1.707469702,,,1.328052163,,,1.427162886,,,1.718598366,,
776,1.789085388,,,1.705427766,,,1.690773249,,,1.870713711,,,2.040300131,,,2.531395197,,
777,1.54812479,,,1.725969315,,,1.531694174,,,1.750483871,,,1.689483881,,,2.485949039,,
778,1.523602605,,,1.461254001,,,1.496920943,,,1.608179092,,,1.532173872,,,2.209485531,,
779,1.48950398,,,1.513911366,,,1.483899236,,,1.446509123,,,1.228937387,,,1.239104867,,
780,1.093630791,,,1.232491136,,,1.177556157,,,0.850379109,,,0.799014032,,,1.148764372,,
781,1.256929517,,,1.218292356,,,1.15607214,,,1.09069705,,,0.992880464,,,1.032822132,,
782,1.181454897,,,1.227921724,,,0.939603269,,,1.29336226,,,1.061167002,,,1.290989995,,
783,1.2229774,,,1.136489868,,,1.059802771,,,1.245545506,,,1.07513392,,,1.152234793,,
784,1.077975869,,,1.029703379,,,0.835064769,,,0.940671086,,,0.765002608,,,0.872497678,,
785,1.086513996,,,0.77960515,,,0.759289682,,,0.713166654,,,0.563289165,,,0.466828912,,
786,1.149814487,,,0.921178341,,,0.862611532,,,0.816449106,,,0.872840762,,,0.678487718,,
787,0.968866348,,,0.904995322,,,0.847275555,,,0.676128268,,,0.741285563,,,0.664315641,,
788,0.954150796,,,0.737209141,,,0.826559782,,,0.702572227,,,0.719314098,,,0.681250453,,
789,0.939299107,,,0.672115326,,,0.662517548,,,0.516744137,,,0.583909273,,,0.456685781,,
790,1.015948534,,,0.547873676,,,0.571433902,,,0.358396292,,,0.30488497,,,0,,
791,1.142101884,,,0.729676366,,,0.744189262,,,0.590750456,,,0.611355424,,,0.478559911,,
792,1.029563904,,,0.88106668,,,0.751158237,,,0.6638394,,,0.90778625,,,0.752826571,,
793,1.172765613,,,0.930433035,,,0.901013553,,,0.821416259,,,0.789618254,,,0.929316163,,
794,1.237794995,,,1.016169071,,,0.929086566,,,0.889855146,,,0.898781598,,,0.792870998,,
795,1.21188271,,,1.00131166,,,0.830715775,,,0.810942411,,,0.724652112,,,0.623828471,,
796,1.506778479,,,1.278822899,,,1.220088243,,,1.204565287,,,1.07248342,,,1.153204203,,
797,1.618110538,,,1.449966192,,,1.358206868,,,1.480906248,,,1.509330392,,,1.419597507,,
798,1.678312063,,,1.639283061,,,1.687765837,,,1.338978767,,,1.614104509,,,1.732051373,,
799,2.003040552,,,1.516349673,,,1.813529849,,,1.800228238,,,1.827600121,,,1.829741001,,
800,1.591925859,,,1.667601466,,,1.595905781,,,1.384451032,,,1.202927113,,,1.443347931,,
801,1.838612795,,,1.956585407,,,1.799428701,,,1.981352568,,,1.769043207,,,1.902888775,,
802,2.082842588,,,2.014091015,,,2.161054611,,,2.272338867,,,1.931578159,,,2.208844662,,
803,2.166955948,,,2.057338476,,,2.408628225,,,2.073840618,,,2.495390415,,,2.79062891,,
804,2.32715106,,,2.19381094,,,2.309499979,,,2.192916632,,,2.396402121,,,2.573556185,,
805,2.363043785,,,2.084604263,,,2.285484791,,,2.105088711,,,1.8218925,,,1.967909932,,
806,1.841310263,,,1.522857428,,,1.432504177,,,1.761387825,,,1.49736762,,,1.338019371,,
807,1.622231841,,,1.54014504,,,1.76533103,,,1.683730483,,,1.73935163,,,1.859345675,,
808,1.599274635,,,1.399797678,,,1.557713985,,,1.612034321,,,1.679592133,,,2.043817043,,
809,1.593961477,,,1.573202252,,,1.622816682,,,1.692947388,,,1.70629549,,,1.745598555,,
810,1.285407305,,,1.314299583,,,1.39380002,,,1.45636344,,,1.307530642,,,1.356564403,,
811,1.15884459,,,1.270118713,,,1.032019377,,,0.901595771,,,1.033312798,,,1.079163313,,
812,1.444333553,,,1.288316727,,,1.438562036,,,1.411801219,,,1.245231628,,,1.404653072,,
813,1.256415129,,,1.19457674,,,1.185258627,,,1.158317089,,,1.056728601,,,1.317163587,,
814,1.197620869,,,1.023278952,,,0.962154984,,,0.961258233,,,0.982322991,,,1.027041435,,
815,1.175563812,,,1.051628232,,,0.907166958,,,0.971702397,,,0.831513166,,,0.935808539,,
816,1.196408749,,,1.006342649,,,0.844128966,,,0.848350883,,,0.692489266,,,0.575787961,,
817,1.225875854,,,0.965744495,,,0.876692772,,,0.829994321,,,0.826818466,,,0.770634174,,
818,1.198452115,,,0.888149559,,,0.820597887,,,0.834970891,,,0.860780001,,,0.752600849,,
819,1.132647991,,,0.792536974,,,0.755667806,,,0.762101948,,,0.636000633,,,0.762733757,,
820,1.197924852,,,0.816892803,,,0.733381569,,,0.566707253,,,0.605104506,,,0.476405501,,
821,0.931871593,,,0.498190641,,,0.482888401,,,0.269246042,,,0.269569904,,,0,,
822,1.233009934,,,0.718083382,,,0.677229643,,,0.623278499,,,0.559611678,,,0.418256223,,
823,1.279031396,,,0.827235281,,,0.833644629,,,0.751289845,,,0.813878238,,,0.749144673,,
824,1.340636969,,,0.996996164,,,0.831065893,,,0.96535933,,,0.865383029,,,0.887825131,,
825,1.374552011,,,1.061229467,,,1.014465094,,,0.94736886,,,0.849680722,,,0.946972013,,
826,1.403188109,,,0.925730109,,,0.900931537,,,0.83081615,,,0.716418922,,,0.672000468,,
827,1.542906642,,,1.259737015,,,1.298566818,,,1.232599258,,,1.145082116,,,1.240152597,,
828,1.52256155,,,1.398514748,,,1.422987461,,,1.410030961,,,1.232431054,,,1.429021597,,
829,1.503693223,,,1.455189824,,,1.443277597,,,1.579811335,,,1.595184684,,,1.682846546,,
830,1.822485805,,,1.849323034,,,1.735620499,,,1.726645947,,,1.84728229,,,1.847907543,,
831,1.697917819,,,1.442660689,,,1.511057377,,,1.410672069,,,1.264547944,,,1.285088778,,
832,1.951216459,,,2.123965979,,,1.93701911,,,1.792284012,,,1.849007964,,,2.136091471,,
833,2.200951099,,,2.072390079,,,1.986760974,,,2.093763113,,,2.202075481,,,2.249782562,,
834,2.111419678,,,2.383136749,,,2.453746319,,,2.313394547,,,2.444687843,,,2.596614838,,
835,2.209630013,,,2.65842104,,,2.182955503,,,2.238119364,,,2.144706964,,,2.347662687,,
836,2.316102982,,,2.059626341,,,1.949661016,,,1.850153327,,,2.030335665,,,2.190749407,,
837,2.167987108,,,1.557165742,,,1.736956,,,1.472198129,,,1.722143769,,,1.670006156,,
838,2.265938282,,,1.954537272,,,1.989836574,,,1.782588005,,,1.772191644,,,1.966640949,,
839,1.663681507,,,1.667894483,,,1.792501092,,,1.683891296,,,1.671937704,,,2.292121649,,
840,1.651482821,,,1.472622037,,,1.743768692,,,1.86672771,,,1.634576321,,,1.801993012,,
841,1.513350964,,,1.39945817,,,1.682100534,,,1.370952606,,,1.162892699,,,1.378437519,,
842,1.40365386,,,1.468400359,,,1.379806638,,,1.308006287,,,1.13726151,,,1.22416091,,
843,1.427181005,,,1.549034834,,,1.384969592,,,1.245087504,,,1.459917784,,,1.198533535,,
844,1.276242495,,,1.144854546,,,1.22838068,,,1.298518896,,,1.386942387,,,1.468125105,,
845,1.213775158,,,1.20056057,,,1.335722923,,,1.208572268,,,1.275793552,,,1.487886429,,
