Step,"field=3,degree=1",,,"field=3,degree=2",,,"field=3,degree=3",,,"field=3,degree=4",,,"field=3,degree=5",,,"field=3,degree=6",,
1099,1.23204267,,,0.7453655,,,0.746631503,,,0.627740622,,,0.629444122,,,0.448942065,,
1100,1.299395561,,,0.581654191,,,0.659291208,,,0.366782188,,,0.339066327,,,0,,
1101,1.35664165,,,0.840573013,,,0.900567532,,,0.732659817,,,0.694460452,,,0.484148204,,
1102,1.431439996,,,0.969751954,,,0.993144333,,,0.888239026,,,0.933726728,,,0.88288188,,
1103,1.371771812,,,1.043609023,,,1.026125312,,,0.873792887,,,0.939813554,,,1.019627094,,
1104,1.38077867,,,1.105433583,,,1.035609722,,,0.938129425,,,1.009582758,,,1.016147614,,
1105,1.261012197,,,0.991384149,,,0.777616024,,,0.76786828,,,0.630365968,,,0.578939319,,
1106,1.465197086,,,1.356242657,,,1.238478541,,,1.232999325,,,1.163151979,,,1.083039165,,
1107,1.570307732,,,1.36177659,,,1.339965582,,,1.423268795,,,1.370951176,,,1.331367731,,
1108,1.485690475,,,1.32241714,,,1.423378468,,,1.574434757,,,1.556730986,,,1.494222403,,
1109,1.358940601,,,1.595307946,,,1.240795612,,,1.455881715,,,1.434972048,,,1.44506371,,
1110,1.33940351,,,1.33963275,,,1.360389471,,,1.213594198,,,1.220144749,,,1.521861076,,
1111,1.783970594,,,1.597055674,,,1.655103922,,,1.396883249,,,1.671520829,,,1.478402019,,
1112,1.625072718,,,1.70210886,,,1.727527261,,,1.674415469,,,2.123981476,,,1.890311003,,
1113,1.92219615,,,1.891010284,,,1.765665412,,,1.932896018,,,1.899937034,,,2.575664997,,
1114,1.924685597,,,1.992358923,,,1.851059914,,,1.693353415,,,1.489892006,,,2.24256444,,
1115,1.973961473,,,1.765626788,,,1.571095347,,,1.512151837,,,1.4981848,,,1.58154881,,
1116,3.270851374,,,3.191991329,,,2.987505913,,,2.483938456,,,3.023885489,,,2.829736948,,
1117,3.219644308,,,2.922567368,,,2.963089466,,,3.236828327,,,3.04052186,,,2.796043873,,
1118,3.210421085,,,2.710694313,,,2.967453957,,,3.016659498,,,3.25016284,,,3.17422843,,
1119,1.976086497,,,2.416540146,,,2.273894548,,,2.38688612,,,2.407450914,,,2.590827465,,
1120,1.885934711,,,2.319320679,,,2.117177486,,,2.117022038,,,2.085935831,,,2.303559542,,
1121,2.253397703,,,1.942327619,,,1.811811209,,,1.691784024,,,1.66944325,,,1.520025849,,
1122,2.271218538,,,2.055252075,,,2.150120735,,,2.208671093,,,2.194103003,,,2.059224129,,
1123,1.828391314,,,1.606246471,,,1.64006424,,,1.88868928,,,1.733218193,,,1.673238158,,
1124,1.697954655,,,1.613511086,,,1.908341646,,,1.786438942,,,1.783000946,,,1.610847592,,
1125,1.715629578,,,1.526601076,,,1.522047162,,,1.426331639,,,1.354654789,,,1.331945539,,
1126,1.633971691,,,1.219594717,,,1.2746948,,,1.177955627,,,0.931147754,,,0.861939192,,
1127,1.741625071,,,1.394951463,,,1.2032125,,,1.194294214,,,1.216138124,,,1.122692347,,
1128,1.437945843,,,1.101023436,,,0.984064698,,,0.9951967,,,1.01966095,,,1.059412837,,
1129,1.438944221,,,0.998650432,,,0.951454639,,,0.863814831,,,0.899282336,,,0.83987999,,
1130,1.478072286,,,0.944109678,,,0.955275893,,,0.769023299,,,0.825152993,,,0.626019776,,
1131,1.010035992,,,0.485892117,,,0.525529325,,,0.268562913,,,0.288680971,,,0,,
1132,1.155451894,,,0.815591335,,,0.877351761,,,0.721884131,,,0.813839138,,,0.534109473,,
1133,1.261036873,,,0.862435699,,,0.989127517,,,0.822238624,,,0.817729473,,,0.726521075,,
1134,1.279467344,,,1.009502888,,,1.070361614,,,1.12618494,,,0.991418302,,,0.894426823,,
1135,1.334590912,,,0.980392158,,,1.080058336,,,1.094076157,,,0.922233582,,,0.9292925,,
1136,1.288976192,,,1.073381782,,,0.908477724,,,0.906560659,,,0.843486011,,,0.595854104,,
1137,1.486086488,,,1.215594888,,,1.181995869,,,1.203095198,,,1.073544621,,,1.050645709,,
1138,1.407230496,,,1.262345672,,,1.212676883,,,1.299561977,,,1.276994944,,,1.425067186,,
1139,1.227165699,,,1.325502634,,,1.503504872,,,1.328772426,,,1.293532133,,,1.595830083,,
1140,1.510998368,,,1.385387897,,,1.269492507,,,1.436277986,,,1.203325748,,,1.258792162,,
1141,1.211428523,,,1.250947833,,,1.114723563,,,0.978600979,,,1.103767872,,,1.154400229,,
1142,1.590753078,,,1.559354782,,,1.573079348,,,1.459204197,,,1.498224735,,,1.501982212,,
1143,1.575325966,,,1.48563385,,,1.474563122,,,1.523415089,,,1.578950167,,,1.900501847,,
1144,1.724270821,,,1.867702842,,,1.673744321,,,1.581565738,,,1.832516551,,,1.901292562,,
1145,2.082906723,,,1.917963624,,,2.004902601,,,2.060437679,,,1.845737696,,,2.114606619,,
1146,1.940335155,,,1.814507842,,,1.700996399,,,1.590730309,,,1.883293986,,,2.058764219,,
1147,2.889410496,,,2.948223591,,,2.186870098,,,2.562662363,,,2.627623558,,,2.316512823,,
1148,2.77679801,,,2.545167685,,,2.900412321,,,3.003667355,,,2.733467579,,,3.018582344,,
1149,2.28691721,,,2.440099955,,,2.503315449,,,2.662721634,,,2.632489681,,,2.746139288,,
1150,2.213481903,,,2.405083895,,,2.104820728,,,2.391579151,,,2.255966425,,,2.431140423,,
1151,2.166255951,,,2.151750565,,,2.12617898,,,1.969426513,,,2.059969425,,,2.297879219,,
1152,1.985674977,,,1.865862131,,,1.743583918,,,1.493517399,,,1.453958988,,,1.603698492,,
1153,1.825706482,,,1.936652541,,,1.824247599,,,1.770738602,,,1.682700753,,,1.843981981,,
1154,1.595753312,,,1.884571433,,,1.716006279,,,1.645215034,,,1.887956023,,,1.520786047,,
1155,1.65276432,,,1.453257322,,,1.280060053,,,1.4106884,,,1.285601497,,,1.488363981,,
1156,1.765209794,,,1.354112983,,,1.39864099,,,1.474073172,,,1.218556166,,,1.404367447,,
1157,1.212509632,,,0.93506813,,,0.802297711,,,0.879026175,,,0.764889836,,,0.671609342,,
1158,1.369852304,,,0.930245757,,,0.978149235,,,0.942561448,,,0.897237122,,,0.888952911,,
1159,1.357278824,,,0.9516114,,,1.140642405,,,0.876609802,,,1.044211984,,,0.890505314,,
1160,1.228441954,,,0.900076747,,,0.827577472,,,0.941483915,,,0.78990829,,,0.752457738,,
1161,1.274067879,,,0.818558753,,,0.80452317,,,0.704242229,,,0.672071934,,,0.540848076,,
1162,1.143723011,,,0.535686791,,,0.615700126,,,0.327516556,,,0.310027242,,,0,,
1163,1.207507253,,,0.85176295,,,0.750698447,,,0.610938072,,,0.622588634,,,0.478004754,,
1164,1.307434916,,,0.868838906,,,0.806595564,,,0.76801604,,,0.851765156,,,0.697746933,,
1165,1.293108225,,,0.9331038,,,0.819049716,,,0.740094543,,,0.722695112,,,0.861026049,,
1166,1.226636291,,,0.94355917,,,0.914286971,,,0.974398136,,,0.838741779,,,0.89197135,,
1167,1.00959003,,,0.766929448,,,0.654224515,,,0.673152447,,,0.578578889,,,0.435766429,,
1168,1.229429722,,,1.102554202,,,1.006465435,,,1.004778624,,,1.020614743,,,1.076746941,,
1169,1.153400421,,,1.154559851,,,1.052574396,,,1.23504734,,,1.189402223,,,0.998169363,,
1170,1.231550217,,,1.040089607,,,1.077609539,,,1.094983578,,,1.098875046,,,1.162109494,,
1171,1.278025746,,,1.341968775,,,1.318927765,,,1.281490684,,,1.326354027,,,1.365857601,,
1172,1.315553784,,,1.187055111,,,1.105477452,,,1.144268751,,,0.86904335,,,0.868707657,,
1173,1.343246698,,,1.343156099,,,1.375955701,,,1.473449469,,,1.252047896,,,1.275738239,,
1174,1.490558982,,,1.68048203,,,1.464781642,,,1.352165341,,,1.522194147,,,1.874105692,,
1175,1.759301305,,,1.711385012,,,2.067204475,,,1.740707994,,,1.895360708,,,2.04829812,,
1176,1.799524784,,,1.840239286,,,1.821523547,,,1.687353611,,,1.739602089,,,2.135926723,,
1177,1.801482677,,,1.532211661,,,1.46021986,,,1.383441687,,,1.619630575,,,1.527923822,,
1178,2.688261986,,,2.490421295,,,2.215331793,,,2.2978158,,,2.129047871,,,2.366613865,,
1179,2.408237934,,,2.246775389,,,2.327972174,,,2.476174593,,,2.718072891,,,2.948339224,,
1180,2.036242723,,,2.374260426,,,2.237504244,,,2.50071311,,,2.458980083,,,2.470105886,,
1181,1.840710759,,,1.823249578,,,1.882929325,,,1.837811708,,,2.063932896,,,2.12042737,,
1182,1.926918745,,,2.255100727,,,1.814609051,,,1.763100386,,,1.904799461,,,1.880440474,,
1183,1.494762659,,,1.513565779,,,1.381704926,,,1.275493741,,,1.139791727,,,1.189691663,,
1184,1.756139517,,,1.470737815,,,1.450775862,,,1.513991833,,,1.413864851,,,1.680780053,,
1185,1.402976155,,,1.452815533,,,1.280809879,,,1.3423388,,,1.411823988,,,1.354246378,,
1186,1.574766636,,,1.280950069,,,1.261770964,,,1.252759933,,,1.351238251,,,1.242807746,,
1187,1.410709381,,,1.342054129,,,1.170342565,,,1.159374118,,,1.133791089,,,1.080447555,,
1188,1.148169518,,,0.974972963,,,0.755250216,,,0.912282109,,,0.681837499,,,0.544383049,,
1189,1.411311388,,,1.077192426,,,0.975151777,,,0.896011889,,,0.833977044,,,0.906549573,,
1190,1.220401168,,,0.902580738,,,0.830808401,,,0.803231359,,,0.815260112,,,0.783663273,,
1191,1.166128874,,,0.820831656,,,0.742041647,,,0.639564753,,,0.639945626,,,0.606777608,,
1192,1.209869862,,,0.792209923,,,0.727765918,,,0.624018729,,,0.590810239,,,0.506844997,,
1193,0.874009073,,,0.360918373,,,0.429105818,,,0.273863137,,,0.242923021,,,2.52E-32,,
1194,1.101128459,,,0.696117699,,,0.652178109,,,0.534564614,,,0.604459524,,,0.422425687,,
1195,0.965834081,,,0.637168646,,,0.734502077,,,0.662485421,,,0.746831775,,,0.553999424,,
1196,1.057813048,,,0.747435451,,,0.707599044,,,0.668337762,,,0.659965396,,,0.591498375,,
1197,1.13194418,,,0.907964528,,,0.820478976,,,0.80762279,,,0.652101755,,,0.697698534,,
1198,1.201127887,,,0.871707678,,,0.726980209,,,0.826930106,,,0.595232308,,,0.515666127,,
1199,1.080268383,,,1.023689389,,,0.815075636,,,0.973404527,,,0.89240253,,,0.80265373,,
1200,1.304757833,,,1.175290823,,,1.012603045,,,1.026468873,,,0.936017513,,,0.963811517,,
1201,1.363401651,,,1.242253542,,,1.113887906,,,1.261743307,,,1.221125841,,,1.307333589,,
1202,1.317496896,,,1.363207579,,,1.224520564,,,1.199981689,,,1.103803396,,,1.236461639,,
1203,1.31699121,,,1.377683282,,,1.132602215,,,1.153715014,,,1.056613207,,,0.986452281,,
1204,1.520424008,,,1.66871345,,,1.484008908,,,1.527371764,,,1.593539953,,,1.61827302,,
1205,1.415690422,,,1.722036958,,,1.754157543,,,1.580742002,,,1.704850674,,,1.782115221,,
1206,1.667475939,,,1.756004095,,,1.834746122,,,2.182394505,,,2.032462597,,,2.527870655,,
1207,1.961918592,,,2.169608116,,,1.95533371,,,1.95644021,,,2.006422758,,,2.082392216,,
1208,2.090814114,,,2.025168419,,,2.054804325,,,1.778692126,,,1.609023452,,,1.622432947,,
1209,2.020012379,,,1.829256296,,,1.697799921,,,1.8611058,,,1.76412642,,,1.751701713,,
1210,2.069462061,,,2.005683184,,,2.210623741,,,1.860394239,,,2.185208321,,,2.419744968,,
1211,1.828448415,,,1.965009689,,,2.054521322,,,2.205986977,,,2.161593914,,,2.360414267,,
1212,1.877812028,,,1.80599308,,,2.006372452,,,1.849727869,,,1.924511671,,,1.890757918,,
1213,1.701686859,,,1.748281479,,,1.867913723,,,1.768576622,,,2.037437677,,,1.773705959,,
1214,1.453626752,,,1.354560852,,,1.297221422,,,1.274804831,,,1.303070068,,,1.14013648,,
1215,1.704875588,,,1.53632617,,,1.608156204,,,1.578738809,,,1.520620108,,,1.440340519,,
1216,1.387107611,,,1.378819227,,,1.300074577,,,1.289656639,,,1.415190458,,,1.296097279,,
1217,1.352660775,,,1.344455481,,,1.04186976,,,1.254933715,,,1.225885153,,,1.363950014,,
1218,1.309806108,,,1.118804932,,,1.118389606,,,1.072742581,,,1.126489639,,,1.17218399,,
1219,1.053003788,,,0.745095551,,,0.59147644,,,0.697906494,,,0.500899911,,,0.433576375,,
1220,1.147230744,,,0.883857191,,,0.785765648,,,0.720840931,,,0.714825094,,,0.731697142,,
1221,0.981646061,,,0.808766365,,,0.682873607,,,0.63027972,,,0.662091017,,,0.709634542,,
1222,0.976220965,,,0.653095603,,,0.641869545,,,0.608292103,,,0.546924591,,,0.489521354,,
1223,1.258047938,,,0.605266988,,,0.672576725,,,0.534911096,,,0.480488002,,,0.351709485,,
1224,1.031944275,,,0.440049052,,,0.527929425,,,0.284294695,,,0.289784253,,,0,,
1225,1.048638225,,,0.626814127,,,0.616802275,,,0.517120183,,,0.514854491,,,0.352362514,,
1226,1.121728897,,,0.752319932,,,0.679337144,,,0.734242678,,,0.70559752,,,0.678174019,,
1227,1.214349031,,,0.853207231,,,0.850467503,,,0.769011259,,,0.836216629,,,0.810212851,,
1228,1.283141971,,,0.865756273,,,0.882016063,,,0.742085397,,,0.735705376,,,0.629559875,,
1229,1.241586685,,,0.832949162,,,0.759149969,,,0.759971738,,,0.581696033,,,0.545095563,,
1230,1.288004279,,,0.998813152,,,1.088443875,,,0.970519662,,,0.993230104,,,1.001926184,,
1231,1.230762601,,,1.093383312,,,1.198536277,,,1.015091062,,,0.983066916,,,1.021306872,,
1232,1.384744644,,,1.239112854,,,1.225231886,,,1.284967303,,,1.324300766,,,1.429045796,,
1233,1.442648649,,,1.400140643,,,1.410847783,,,1.376320243,,,1.226966381,,,1.390973449,,
1234,1.398893356,,,1.306021333,,,1.323337913,,,1.376076341,,,1.005750418,,,1.196440935,,
1235,1.65818572,,,1.793864727,,,1.678693771,,,1.809752822,,,1.836470842,,,1.6943537,,
1236,1.749651194,,,1.873192072,,,1.708447456,,,1.67431426,,,1.954383731,,,1.844076157,,
1237,1.980769396,,,1.898842812,,,1.794819117,,,2.149756908,,,2.010828972,,,2.049697876,,
1238,1.921807647,,,1.872847915,,,2.206570148,,,1.83723855,,,2.140565634,,,2.183422089,,
1239,2.003252506,,,2.044143438,,,1.755286813,,,1.856228471,,,1.779909253,,,1.844333291,,
1240,2.430062294,,,2.28642416,,,2.186833858,,,2.017258883,,,2.365259647,,,2.046881676,,
1241,2.392068624,,,2.237653732,,,2.466021299,,,2.29761219,,,2.613595724,,,2.782887936,,
1242,2.38513422,,,2.27833271,,,2.281800032,,,2.415213346,,,2.464670181,,,2.529358149,,
1243,2.007669449,,,2.112663031,,,1.792026997,,,1.950433373,,,2.090211391,,,2.303824425,,
1244,1.748775244,,,2.082755327,,,1.886621833,,,1.666255951,,,1.904571772,,,2.333056211,,
1245,1.359630823,,,1.200456381,,,1.121431947,,,1.082322955,,,1.006796837,,,1.077216864,,
1246,1.521909237,,,1.520844102,,,1.311914444,,,1.376030445,,,1.290104866,,,1.529754877,,
1247,1.0847193,,,1.243003368,,,1.213216543,,,1.212143421,,,1.282756686,,,1.217988491,,
1248,1.248296499,,,1.203674793,,,1.073238254,,,1.07935226,,,1.087109327,,,1.06300354,,
1249,1.245994568,,,1.06305325,,,1.114180088,,,1.051208258,,,1.059387088,,,0.902525902,,
1250,1.02186203,,,0.832369566,,,0.809520602,,,0.681082129,,,0.601266861,,,0.494496346,,
1251,1.08280611,,,0.870575905,,,0.759485126,,,0.723869801,,,0.648363531,,,0.679762363,,
1252,1.177498937,,,0.833722472,,,0.709972262,,,0.776531458,,,0.752550602,,,0.789108872,,
1253,1.254699945,,,0.965735316,,,0.833139598,,,0.72495538,,,0.696074963,,,0.672219098,,
1254,1.137065649,,,0.720498919,,,0.755069852,,,0.574098527,,,0.583919883,,,0.479367942,,
1255,1.097332954,,,0.454396546,,,0.445997417,,,0.256869793,,,0.258556396,,,0,,
1256,1.198280573,,,0.765006959,,,0.858035445,,,0.789036214,,,0.768916607,,,0.549515069,,
1257,1.120488405,,,0.708402872,,,0.632448316,,,0.706690669,,,0.589866042,,,0.567711949,,
1258,1.095656157,,,0.936756253,,,0.936500549,,,0.887027621,,,1.064148426,,,0.860851526,,
1259,1.221209049,,,0.899339795,,,0.875827312,,,0.733633995,,,0.797874987,,,0.756832898,,
1260,1.268568039,,,0.852820158,,,0.875116467,,,0.929378033,,,0.631724954,,,0.586969256,,
1261,1.275595188,,,1.083376408,,,1.035785675,,,1.066862464,,,1.041846037,,,1.008403659,,
1262,1.20051384,,,1.207473993,,,1.21520257,,,1.169607401,,,1.136639833,,,1.246809483,,
1263,1.449259996,,,1.357334971,,,1.353402376,,,1.236774564,,,1.406989574,,,1.502682686,,
1264,1.433367014,,,1.239927292,,,1.433324099,,,1.357013583,,,1.530744672,,,1.300569057,,
1265,1.597442627,,,1.36562562,,,1.156393886,,,1.209306359,,,1.175243378,,,1.219290614,,
1266,1.715571165,,,1.705899477,,,1.56747818,,,1.802442312,,,1.89461875,,,1.719189882,,
1267,1.717576861,,,1.641400933,,,1.766477346,,,1.65631485,,,1.594722271,,,1.779054642,,
1268,1.8452878,,,2.216755629,,,1.853177309,,,2.087800026,,,1.890178442,,,2.215792656,,
1269,1.888716817,,,1.76436615,,,2.108198166,,,1.912462354,,,1.941884995,,,2.236450911,,
1270,1.923692226,,,1.959162354,,,1.555104494,,,1.581695676,,,1.574813843,,,1.677080631,,
1271,2.279081345,,,2.226109505,,,2.440533876,,,2.018181801,,,2.064865351,,,1.743269801,,
1272,2.101580858,,,2.275329113,,,2.528410435,,,2.474775791,,,2.359537363,,,2.408813953,,
1273,2.284620285,,,2.135644913,,,2.269021273,,,1.859789729,,,2.290325642,,,2.540499687,,
1274,1.760240197,,,1.774199247,,,2.090783596,,,1.85407722,,,1.823593616,,,1.996914148,,
1275,1.685933352,,,1.932775617,,,1.862160802,,,1.684009433,,,1.773519158,,,1.948190212,,
1276,1.410917521,,,1.551122427,,,1.529039741,,,1.451304078,,,1.24226594,,,1.144755721,,
1277,1.531072855,,,1.67640245,,,1.296471477,,,1.541486859,,,1.283067226,,,1.374244571,,
1278,1.515483975,,,1.347409725,,,1.412776232,,,1.512999535,,,1.504731655,,,1.599173307,,
1279,1.753476501,,,1.445724845,,,1.360076427,,,1.494091034,,,1.472043514,,,1.567709804,,
1280,1.422635794,,,1.244064808,,,1.105301857,,,1.357050657,,,1.023051381,,,1.366939783,,
1281,1.046892881,,,0.906951606,,,0.742975235,,,0.705268025,,,0.554340661,,,0.58855772,,
1282,1.236406803,,,0.981275082,,,0.980204701,,,0.967830062,,,0.80483079,,,1.059490204,,
1283,1.108376741,,,0.760678649,,,0.729102135,,,0.69520843,,,0.6964342,,,0.590988874,,
1284,1.198238134,,,0.682213545,,,0.865139842,,,0.695155382,,,0.711959839,,,0.618714809,,
1285,1.086093307,,,0.653364182,,,0.746218622,,,0.499539673,,,0.512867153,,,0.344639957,,
1286,1.062554002,,,0.492499352,,,0.467060924,,,0.248194069,,,0.275526404,,,0,,
1287,0.98870641,,,0.603484273,,,0.589741349,,,0.482302964,,,0.451613307,,,0.357760429,,
1288,1.066678166,,,0.671877623,,,0.685033023,,,0.65255022,,,0.605146587,,,0.55050081,,
1289,1.138591409,,,0.789462507,,,0.733760357,,,0.797979891,,,0.750600934,,,0.805119097,,
1290,1.076702356,,,0.720301211,,,0.72142899,,,0.707451344,,,0.671871185,,,0.567792356,,
1291,0.932178438,,,0.691174805,,,0.541871607,,,0.56038034,,,0.492013395,,,0.419326782,,
1292,1.046308517,,,0.904856563,,,0.821781754,,,0.826490283,,,0.870259285,,,0.833914101,,
1293,1.158915997,,,1.207892895,,,1.074445486,,,1.172592163,,,1.096598983,,,1.011401176,,
1294,1.23817265,,,1.252171278,,,1.156900287,,,1.369454026,,,1.085296988,,,1.152377367,,
1295,1.289750576,,,1.279088855,,,1.286229491,,,0.969013393,,,1.070529461,,,1.203954935,,
1296,0.993312061,,,1.173479557,,,1.018056273,,,0.829317629,,,0.854172647,,,1.007870555,,
1297,1.379086852,,,1.270002127,,,1.448060751,,,1.302199364,,,1.251889229,,,1.39513278,,
1298,1.393519878,,,1.520127416,,,1.491204858,,,1.378247261,,,1.715405703,,,1.882127285,,
1299,1.777360678,,,1.656722546,,,1.694319725,,,2.026475668,,,1.66114068,,,2.00961566,,
1300,1.908923984,,,1.663036227,,,1.967492104,,,1.796073675,,,1.631818056,,,1.726287246,,
1301,1.835401297,,,1.736946344,,,1.400385141,,,1.496496916,,,1.532788157,,,1.39817524,,
1302,2.08747983,,,2.154741287,,,2.404355764,,,1.95108521,,,1.869323134,,,2.099647284,,
1303,1.92987752,,,2.010416508,,,2.096830845,,,1.915284157,,,1.943560362,,,2.617275476,,
1304,1.946127534,,,2.196768761,,,2.057217121,,,2.152340174,,,2.316733837,,,2.453261137,,
1305,1.8241117,,,1.950787067,,,1.911153316,,,1.779779673,,,2.103216171,,,2.379642963,,
1306,1.755580306,,,1.604338646,,,1.678690434,,,1.836023808,,,1.628416061,,,1.857679129,,
1307,1.331677437,,,1.368874907,,,1.304462194,,,1.117932558,,,1.017452836,,,1.136059523,,
1308,1.527390718,,,1.493263006,,,1.366981745,,,1.418637991,,,1.635873795,,,1.592653036,,
1309,1.15352881,,,1.283339858,,,1.326508045,,,1.432639003,,,1.186133146,,,1.238285184,,
1310,1.516824961,,,1.212884426,,,1.329778194,,,1.121249557,,,1.410234571,,,1.224699497,,
1311,1.186267734,,,1.036712408,,,0.949188113,,,0.944000125,,,0.914494157,,,1.018421531,,
1312,1.294128895,,,0.848341823,,,0.802118838,,,0.643692195,,,0.524531543,,,0.475857913,,
1313,1.046342611,,,0.839816391,,,0.663694501,,,0.622775078,,,0.614156961,,,0.600231647,,
1314,1.027022123,,,0.709789515,,,0.754666984,,,0.641762495,,,0.631567121,,,0.686007857,,
1315,0.986575007,,,0.721859574,,,0.701758742,,,0.603617907,,,0.60513711,,,0.608819902,,
1316,1.003544688,,,0.558408439,,,0.543669224,,,0.418009877,,,0.474490225,,,0.307958186,,
1317,0.88639307,,,0.446373701,,,0.467987776,,,0.236386508,,,0.247181952,,,0,,
1318,1.00356555,,,0.573047876,,,0.604086637,,,0.533704877,,,0.476188689,,,0.340393603,,
1319,0.956335068,,,0.72882849,,,0.657245517,,,0.603343904,,,0.575083196,,,0.557461381,,
1320,1.128440738,,,0.768530607,,,0.759809077,,,0.804878831,,,0.715049922,,,0.671593726,,
1321,1.011762619,,,0.827434301,,,0.796787858,,,0.689868748,,,0.722866178,,,0.726071596,,
1322,0.960741162,,,0.996862173,,,0.665466726,,,0.664133906,,,0.450906336,,,0.390045404,,
1323,1.117050648,,,0.934702277,,,0.885016203,,,0.852486968,,,0.791901588,,,0.836229563,,
1324,1.116406202,,,1.09420228,,,1.171173573,,,0.969785511,,,0.983682394,,,1.061828375,,
1325,1.155359983,,,1.244784117,,,1.235251904,,,1.257212639,,,1.418032169,,,1.309477687,,
1326,1.199534535,,,1.280646086,,,1.494774342,,,1.307857275,,,1.265113592,,,1.597679496,,
1327,1.165210605,,,1.385083914,,,1.218506575,,,1.094219804,,,0.966929138,,,1.005904555,,
1328,1.397308588,,,1.456997633,,,1.343619823,,,1.272671223,,,1.236757398,,,1.521601677,,
1329,1.576226354,,,1.525328755,,,2.037199974,,,1.590192795,,,1.681125641,,,1.630791903,,
1330,1.651208639,,,1.587851048,,,1.652448535,,,1.658566475,,,2.106028318,,,1.790796518,,
1331,1.736481667,,,1.580863476,,,1.550881147,,,1.502189517,,,1.674000263,,,1.798995614,,
1332,1.74035573,,,1.661407351,,,1.489981174,,,1.547702432,,,1.536034107,,,1.684983134,,
1333,1.901767135,,,1.919643879,,,1.561864376,,,1.574064255,,,1.795036077,,,1.611137509,,
1334,2.166816473,,,1.991094112,,,2.194064617,,,2.17031765,,,2.363880634,,,2.261693716,,
1335,1.605338335,,,1.675728679,,,1.804129124,,,1.798975468,,,1.869521618,,,1.900489688,,
1336,1.60997498,,,1.662393332,,,1.623075724,,,1.797258377,,,1.798787117,,,1.844145894,,
1337,1.410880685,,,1.53303659,,,1.423599601,,,1.595357895,,,1.75758791,,,1.648511171,,
1338,1.281567216,,,1.266683102,,,1.176609397,,,0.964726329,,,1.039019823,,,0.982365489,,
1339,1.267454386,,,1.188605666,,,1.085448742,,,1.142327666,,,1.110813141,,,1.299421787,,
1340,1.240795493,,,1.139073253,,,1.284588814,,,1.172251821,,,1.024005175,,,1.151268482,,
1341,1.224280238,,,1.139971495,,,1.089606404,,,1.010354757,,,1.11992991,,,1.295142174,,
1342,1.040007114,,,0.866701722,,,0.754853964,,,0.803443432,,,0.839169204,,,0.811828554,,
1343,0.926652312,,,0.767591655,,,0.637979031,,,0.609326184,,,0.460106969,,,0.420180112,,
1344,0.978821635,,,0.756692529,,,0.779107451,,,0.678352892,,,0.648659229,,,0.647750378,,
1345,1.023266554,,,0.677143276,,,0.744239151,,,0.667635381,,,0.656911254,,,0.738624811,,
1346,1.008994937,,,0.634955764,,,0.676342487,,,0.590734363,,,0.642710924,,,0.539015114,,
1347,0.910518765,,,0.601461887,,,0.609565973,,,0.46113053,,,0.502174854,,,0.361041427,,
1348,0.955052435,,,0.377385557,,,0.434736073,,,0.203971356,,,0.223318458,,,0,,
1349,0.921906471,,,0.655885637,,,0.587363005,,,0.421572387,,,0.515063047,,,0.340417147,,
1350,0.942711353,,,0.68868798,,,0.663330793,,,0.519607425,,,0.570391417,,,0.543182373,,
1351,1.073028445,,,0.75142616,,,0.740807831,,,0.653767407,,,0.684467554,,,0.628342927,,
1352,1.072356939,,,0.839862227,,,0.723001361,,,0.723048091,,,0.688541949,,,0.703549683,,
1353,0.916089177,,,0.706822276,,,0.61078918,,,0.525307059,,,0.463947296,,,0.429840326,,
1354,1.119740248,,,0.934135556,,,0.930744112,,,0.930655003,,,0.800096512,,,0.805930018,,
1355,1.10870862,,,1.086142421,,,0.993989825,,,1.075421214,,,0.920766592,,,1.02308929,,
1356,1.223407984,,,1.275627136,,,1.159561396,,,1.250650883,,,1.0738976,,,1.090076923,,
1357,1.200247526,,,1.218700171,,,1.024930716,,,1.270665646,,,1.127567768,,,1.138750315,,
1358,1.203686476,,,1.146507382,,,1.197608709,,,1.190842628,,,0.978749335,,,0.922425151,,
1359,1.674162388,,,1.584628701,,,1.63212347,,,1.45925045,,,1.465509057,,,1.397775769,,
1360,1.595972538,,,1.637813807,,,1.922760248,,,1.526536703,,,1.685202837,,,1.626664877,,
1361,1.791617155,,,2.09216404,,,1.947953939,,,1.83668232,,,1.629488587,,,2.152285576,,
1362,1.813488603,,,1.830862761,,,1.563460112,,,1.876109838,,,1.874313593,,,2.038811207,,
1363,2.303816319,,,1.98792243,,,1.953472018,,,1.665625811,,,1.857940912,,,1.971100807,,
1364,1.891506314,,,1.881759405,,,1.584630847,,,1.477524161,,,1.702274799,,,1.559259295,,
1365,1.756532669,,,1.574854612,,,1.512683868,,,1.707859874,,,1.605377913,,,1.737354755,,
1366,1.876704574,,,1.519687295,,,1.454354763,,,1.744065881,,,1.814564347,,,1.868914127,,
1367,1.628297329,,,1.485445738,,,1.52924633,,,1.440566421,,,1.749473572,,,1.643911004,,
1368,1.153985023,,,1.349286795,,,1.260765076,,,1.470113754,,,1.256019831,,,1.320353985,,
1369,1.073371053,,,1.06871295,,,1.056084037,,,0.94501102,,,0.972947955,,,0.957480371,,
1370,1.155787468,,,1.129554868,,,1.124391675,,,1.059756041,,,1.11712718,,,1.148397803,,
1371,0.998347878,,,1.196935534,,,0.997875094,,,1.057873845,,,1.058476329,,,1.119771481,,
