"Step","field=2,degree=1,1scenes,test:2023-05-23 01:04:53 - current_cd","field=2,degree=1,1scenes,test:2023-05-23 01:04:53 - current_cd__MIN","field=2,degree=1,1scenes,test:2023-05-23 01:04:53 - current_cd__MAX","field=2,degree=2,1scenes,test:2023-05-22 21:49:32 - current_cd","field=2,degree=2,1scenes,test:2023-05-22 21:49:32 - current_cd__MIN","field=2,degree=2,1scenes,test:2023-05-22 21:49:32 - current_cd__MAX","field=2,degree=3,1scenes,test:2023-05-22 18:35:57 - current_cd","field=2,degree=3,1scenes,test:2023-05-22 18:35:57 - current_cd__MIN","field=2,degree=3,1scenes,test:2023-05-22 18:35:57 - current_cd__MAX","field=2,degree=4,1scenes,test:2023-05-22 15:21:53 - current_cd","field=2,degree=4,1scenes,test:2023-05-22 15:21:53 - current_cd__MIN","field=2,degree=4,1scenes,test:2023-05-22 15:21:53 - current_cd__MAX"
"0","1.9042372703552246","1.9042372703552246","1.9042372703552246","1.898741602897644","1.898741602897644","1.898741602897644","1.610957384109497","1.610957384109497","1.610957384109497","1.9836572408676147","1.9836572408676147","1.9836572408676147"
"1","1.8664700984954834","1.8664700984954834","1.8664700984954834","2.040466547012329","2.040466547012329","2.040466547012329","1.8841034173965454","1.8841034173965454","1.8841034173965454","2.0560548305511475","2.0560548305511475","2.0560548305511475"
"2","1.7249842882156372","1.7249842882156372","1.7249842882156372","1.6003621816635132","1.6003621816635132","1.6003621816635132","1.584551453590393","1.584551453590393","1.584551453590393","1.77655029296875","1.77655029296875","1.77655029296875"
"3","1.4268383979797363","1.4268383979797363","1.4268383979797363","1.4825446605682373","1.4825446605682373","1.4825446605682373","1.5815868377685547","1.5815868377685547","1.5815868377685547","1.6332495212554932","1.6332495212554932","1.6332495212554932"
"4","1.2047085762023926","1.2047085762023926","1.2047085762023926","1.1933984756469727","1.1933984756469727","1.1933984756469727","1.1114825010299683","1.1114825010299683","1.1114825010299683","1.2821733951568604","1.2821733951568604","1.2821733951568604"
"5","1.0190671682357788","1.0190671682357788","1.0190671682357788","0.9435930252075195","0.9435930252075195","0.9435930252075195","0.7738940715789795","0.7738940715789795","0.7738940715789795","0.69096440076828","0.69096440076828","0.69096440076828"
"6","1.0795155763626099","1.0795155763626099","1.0795155763626099","1.0180052518844604","1.0180052518844604","1.0180052518844604","1.024273157119751","1.024273157119751","1.024273157119751","0.7717739939689636","0.7717739939689636","0.7717739939689636"
"7","0.9937846064567566","0.9937846064567566","0.9937846064567566","0.7484764456748962","0.7484764456748962","0.7484764456748962","0.7218993902206421","0.7218993902206421","0.7218993902206421","0.7862135171890259","0.7862135171890259","0.7862135171890259"
"8","0.902712345123291","0.902712345123291","0.902712345123291","0.5973514914512634","0.5973514914512634","0.5973514914512634","0.6496087312698364","0.6496087312698364","0.6496087312698364","0.486094206571579","0.486094206571579","0.486094206571579"
"9","0.8063747882843018","0.8063747882843018","0.8063747882843018","0.5052591562271118","0.5052591562271118","0.5052591562271118","0.5801612734794617","0.5801612734794617","0.5801612734794617","0.31831640005111694","0.31831640005111694","0.31831640005111694"
"10","0.7377355098724365","0.7377355098724365","0.7377355098724365","0.2843388020992279","0.2843388020992279","0.2843388020992279","0.3079852759838104","0.3079852759838104","0.3079852759838104","0","0","0"
"11","0.8914802074432373","0.8914802074432373","0.8914802074432373","0.5555156469345093","0.5555156469345093","0.5555156469345093","0.6208650469779968","0.6208650469779968","0.6208650469779968","0.4250909686088562","0.4250909686088562","0.4250909686088562"
"12","0.7462005615234375","0.7462005615234375","0.7462005615234375","0.6289308071136475","0.6289308071136475","0.6289308071136475","0.6842983961105347","0.6842983961105347","0.6842983961105347","0.562979519367218","0.562979519367218","0.562979519367218"
"13","0.9445171356201172","0.9445171356201172","0.9445171356201172","0.7194235920906067","0.7194235920906067","0.7194235920906067","0.6705600023269653","0.6705600023269653","0.6705600023269653","0.8143731951713562","0.8143731951713562","0.8143731951713562"
"14","0.7404487133026123","0.7404487133026123","0.7404487133026123","0.9155175685882568","0.9155175685882568","0.9155175685882568","0.6473934054374695","0.6473934054374695","0.6473934054374695","0.5531678199768066","0.5531678199768066","0.5531678199768066"
"15","0.7590664625167847","0.7590664625167847","0.7590664625167847","0.6810728311538696","0.6810728311538696","0.6810728311538696","0.5226894617080688","0.5226894617080688","0.5226894617080688","0.4840686023235321","0.4840686023235321","0.4840686023235321"
"16","0.9141088128089905","0.9141088128089905","0.9141088128089905","0.9301532506942749","0.9301532506942749","0.9301532506942749","0.8785770535469055","0.8785770535469055","0.8785770535469055","0.905325174331665","0.905325174331665","0.905325174331665"
"17","1.0111565589904785","1.0111565589904785","1.0111565589904785","0.9623135328292847","0.9623135328292847","0.9623135328292847","1.0234147310256958","1.0234147310256958","1.0234147310256958","0.9393154382705688","0.9393154382705688","0.9393154382705688"
"18","1.034227967262268","1.034227967262268","1.034227967262268","1.0875012874603271","1.0875012874603271","1.0875012874603271","1.1479203701019287","1.1479203701019287","1.1479203701019287","1.2354540824890137","1.2354540824890137","1.2354540824890137"
"19","1.354551076889038","1.354551076889038","1.354551076889038","0.9733409881591797","0.9733409881591797","0.9733409881591797","1.0372185707092285","1.0372185707092285","1.0372185707092285","1.1992237567901611","1.1992237567901611","1.1992237567901611"
"20","1.211582899093628","1.211582899093628","1.211582899093628","0.9714925289154053","0.9714925289154053","0.9714925289154053","0.8388463854789734","0.8388463854789734","0.8388463854789734","1.223093032836914","1.223093032836914","1.223093032836914"
"21","1.3980292081832886","1.3980292081832886","1.3980292081832886","1.264036774635315","1.264036774635315","1.264036774635315","1.2381947040557861","1.2381947040557861","1.2381947040557861","1.1962449550628662","1.1962449550628662","1.1962449550628662"
"22","1.2358603477478027","1.2358603477478027","1.2358603477478027","1.4851579666137695","1.4851579666137695","1.4851579666137695","1.592360019683838","1.592360019683838","1.592360019683838","1.7313482761383057","1.7313482761383057","1.7313482761383057"
"23","1.2646551132202148","1.2646551132202148","1.2646551132202148","1.3020235300064087","1.3020235300064087","1.3020235300064087","1.2772083282470703","1.2772083282470703","1.2772083282470703","1.4264354705810547","1.4264354705810547","1.4264354705810547"
"24","1.28462815284729","1.28462815284729","1.28462815284729","1.13612699508667","1.13612699508667","1.13612699508667","1.0443302392959595","1.0443302392959595","1.0443302392959595","1.1695342063903809","1.1695342063903809","1.1695342063903809"
"25","1.0364203453063965","1.0364203453063965","1.0364203453063965","0.9866690635681152","0.9866690635681152","0.9866690635681152","0.8741406798362732","0.8741406798362732","0.8741406798362732","0.8641401529312134","0.8641401529312134","0.8641401529312134"
"26","0.7896841764450073","0.7896841764450073","0.7896841764450073","0.7302024960517883","0.7302024960517883","0.7302024960517883","0.5777024626731873","0.5777024626731873","0.5777024626731873","0.555757462978363","0.555757462978363","0.555757462978363"
"27","0.8982943296432495","0.8982943296432495","0.8982943296432495","0.7414717674255371","0.7414717674255371","0.7414717674255371","0.6466512680053711","0.6466512680053711","0.6466512680053711","0.6267249584197998","0.6267249584197998","0.6267249584197998"
"28","0.7527850866317749","0.7527850866317749","0.7527850866317749","0.6494122743606567","0.6494122743606567","0.6494122743606567","0.6582756042480469","0.6582756042480469","0.6582756042480469","0.6589574813842773","0.6589574813842773","0.6589574813842773"
"29","0.8393583297729492","0.8393583297729492","0.8393583297729492","0.6518506407737732","0.6518506407737732","0.6518506407737732","0.6604132652282715","0.6604132652282715","0.6604132652282715","0.6026961803436279","0.6026961803436279","0.6026961803436279"
"30","0.7578895092010498","0.7578895092010498","0.7578895092010498","0.5025674700737","0.5025674700737","0.5025674700737","0.660228431224823","0.660228431224823","0.660228431224823","0.3926795721054077","0.3926795721054077","0.3926795721054077"
"31","0.607878565788269","0.607878565788269","0.607878565788269","0.2468256652355194","0.2468256652355194","0.2468256652355194","0.25738510489463806","0.25738510489463806","0.25738510489463806","0","0","0"
"32","0.7660898566246033","0.7660898566246033","0.7660898566246033","0.4838617444038391","0.4838617444038391","0.4838617444038391","0.40406081080436707","0.40406081080436707","0.40406081080436707","0.35684388875961304","0.35684388875961304","0.35684388875961304"
"33","0.6792492866516113","0.6792492866516113","0.6792492866516113","0.565940797328949","0.565940797328949","0.565940797328949","0.5642058849334717","0.5642058849334717","0.5642058849334717","0.5412354469299316","0.5412354469299316","0.5412354469299316"
"34","0.5829665660858154","0.5829665660858154","0.5829665660858154","0.5782368183135986","0.5782368183135986","0.5782368183135986","0.5711634159088135","0.5711634159088135","0.5711634159088135","0.6421490907669067","0.6421490907669067","0.6421490907669067"
"35","0.6728547811508179","0.6728547811508179","0.6728547811508179","0.6171699166297913","0.6171699166297913","0.6171699166297913","0.6836163401603699","0.6836163401603699","0.6836163401603699","0.6247844099998474","0.6247844099998474","0.6247844099998474"
"36","0.7110756635665894","0.7110756635665894","0.7110756635665894","0.8529881238937378","0.8529881238937378","0.8529881238937378","0.5411209464073181","0.5411209464073181","0.5411209464073181","0.3749782145023346","0.3749782145023346","0.3749782145023346"
"37","0.7457728385925293","0.7457728385925293","0.7457728385925293","0.7273811101913452","0.7273811101913452","0.7273811101913452","0.7634164094924927","0.7634164094924927","0.7634164094924927","0.6603095531463623","0.6603095531463623","0.6603095531463623"
"38","0.8882022500038147","0.8882022500038147","0.8882022500038147","0.8982833623886108","0.8982833623886108","0.8982833623886108","0.7783696055412292","0.7783696055412292","0.7783696055412292","1.143966555595398","1.143966555595398","1.143966555595398"
"39","0.9947104454040527","0.9947104454040527","0.9947104454040527","0.85993492603302","0.85993492603302","0.85993492603302","0.8598495125770569","0.8598495125770569","0.8598495125770569","1.0495073795318604","1.0495073795318604","1.0495073795318604"
"40","1.0051617622375488","1.0051617622375488","1.0051617622375488","0.8618059158325195","0.8618059158325195","0.8618059158325195","0.941159725189209","0.941159725189209","0.941159725189209","1.120856761932373","1.120856761932373","1.120856761932373"
"41","1.3518109321594238","1.3518109321594238","1.3518109321594238","1.0781549215316772","1.0781549215316772","1.0781549215316772","0.8324447870254517","0.8324447870254517","0.8324447870254517","1.1768171787261963","1.1768171787261963","1.1768171787261963"
"42","1.7958143949508667","1.7958143949508667","1.7958143949508667","1.4347758293151855","1.4347758293151855","1.4347758293151855","1.6094249486923218","1.6094249486923218","1.6094249486923218","1.6489194631576538","1.6489194631576538","1.6489194631576538"
