"Step","field=2,degree=1,1scenes,test:2023-05-23 01:04:53 - current_cd","field=2,degree=1,1scenes,test:2023-05-23 01:04:53 - current_cd__MIN","field=2,degree=1,1scenes,test:2023-05-23 01:04:53 - current_cd__MAX","field=2,degree=2,1scenes,test:2023-05-22 21:49:32 - current_cd","field=2,degree=2,1scenes,test:2023-05-22 21:49:32 - current_cd__MIN","field=2,degree=2,1scenes,test:2023-05-22 21:49:32 - current_cd__MAX","field=2,degree=3,1scenes,test:2023-05-22 18:35:57 - current_cd","field=2,degree=3,1scenes,test:2023-05-22 18:35:57 - current_cd__MIN","field=2,degree=3,1scenes,test:2023-05-22 18:35:57 - current_cd__MAX","field=2,degree=4,1scenes,test:2023-05-22 15:21:53 - current_cd","field=2,degree=4,1scenes,test:2023-05-22 15:21:53 - current_cd__MIN","field=2,degree=4,1scenes,test:2023-05-22 15:21:53 - current_cd__MAX"
"43","1.485965609550476","1.485965609550476","1.485965609550476","1.4592070579528809","1.4592070579528809","1.4592070579528809","1.4689689874649048","1.4689689874649048","1.4689689874649048","1.6855337619781494","1.6855337619781494","1.6855337619781494"
"44","1.4841126203536987","1.4841126203536987","1.4841126203536987","1.3176677227020264","1.3176677227020264","1.3176677227020264","1.2904595136642456","1.2904595136642456","1.2904595136642456","1.3207788467407227","1.3207788467407227","1.3207788467407227"
"45","1.1750582456588745","1.1750582456588745","1.1750582456588745","1.2165957689285278","1.2165957689285278","1.2165957689285278","1.0932323932647705","1.0932323932647705","1.0932323932647705","1.2186520099639893","1.2186520099639893","1.2186520099639893"
"46","1.0338034629821777","1.0338034629821777","1.0338034629821777","0.925829291343689","0.925829291343689","0.925829291343689","0.8422869443893433","0.8422869443893433","0.8422869443893433","0.9324073195457458","0.9324073195457458","0.9324073195457458"
"47","0.8721452355384827","0.8721452355384827","0.8721452355384827","0.7695858478546143","0.7695858478546143","0.7695858478546143","0.6926238536834717","0.6926238536834717","0.6926238536834717","0.6146169304847717","0.6146169304847717","0.6146169304847717"
"48","0.7113766670227051","0.7113766670227051","0.7113766670227051","0.6284946203231812","0.6284946203231812","0.6284946203231812","0.5436501502990723","0.5436501502990723","0.5436501502990723","0.5801721215248108","0.5801721215248108","0.5801721215248108"
"49","0.7105273008346558","0.7105273008346558","0.7105273008346558","0.6321216821670532","0.6321216821670532","0.6321216821670532","0.589349627494812","0.589349627494812","0.589349627494812","0.5548640489578247","0.5548640489578247","0.5548640489578247"
"50","0.650251030921936","0.650251030921936","0.650251030921936","0.4643048644065857","0.4643048644065857","0.4643048644065857","0.4569607377052307","0.4569607377052307","0.4569607377052307","0.47216957807540894","0.47216957807540894","0.47216957807540894"
"51","0.5798792243003845","0.5798792243003845","0.5798792243003845","0.376977801322937","0.376977801322937","0.376977801322937","0.3568851053714752","0.3568851053714752","0.3568851053714752","0.2846224904060364","0.2846224904060364","0.2846224904060364"
"52","0.5362911224365234","0.5362911224365234","0.5362911224365234","0.23684555292129517","0.23684555292129517","0.23684555292129517","0.22339414060115814","0.22339414060115814","0.22339414060115814","0","0","0"
"53","0.6555269956588745","0.6555269956588745","0.6555269956588745","0.3685213029384613","0.3685213029384613","0.3685213029384613","0.44594842195510864","0.44594842195510864","0.44594842195510864","0.2737729251384735","0.2737729251384735","0.2737729251384735"
"54","0.6511280536651611","0.6511280536651611","0.6511280536651611","0.5472540855407715","0.5472540855407715","0.5472540855407715","0.5553274154663086","0.5553274154663086","0.5553274154663086","0.4731634259223938","0.4731634259223938","0.4731634259223938"
"55","0.5832971334457397","0.5832971334457397","0.5832971334457397","0.5554805994033813","0.5554805994033813","0.5554805994033813","0.4622770845890045","0.4622770845890045","0.4622770845890045","0.6653544902801514","0.6653544902801514","0.6653544902801514"
"56","0.6921554803848267","0.6921554803848267","0.6921554803848267","0.6269956827163696","0.6269956827163696","0.6269956827163696","0.571457028388977","0.571457028388977","0.571457028388977","0.5590699911117554","0.5590699911117554","0.5590699911117554"
"57","0.6992687582969666","0.6992687582969666","0.6992687582969666","0.6352943181991577","0.6352943181991577","0.6352943181991577","0.444927841424942","0.444927841424942","0.444927841424942","0.4025648236274719","0.4025648236274719","0.4025648236274719"
"58","0.7963939309120178","0.7963939309120178","0.7963939309120178","0.8546252846717834","0.8546252846717834","0.8546252846717834","0.6521904468536377","0.6521904468536377","0.6521904468536377","0.6877263188362122","0.6877263188362122","0.6877263188362122"
"59","0.8839510083198547","0.8839510083198547","0.8839510083198547","0.9094734787940979","0.9094734787940979","0.9094734787940979","0.9050908088684082","0.9050908088684082","0.9050908088684082","1.0466667413711548","1.0466667413711548","1.0466667413711548"
"60","0.9523732662200928","0.9523732662200928","0.9523732662200928","1.0336230993270874","1.0336230993270874","1.0336230993270874","1.0746362209320068","1.0746362209320068","1.0746362209320068","1.087770700454712","1.087770700454712","1.087770700454712"
"61","1.1022980213165283","1.1022980213165283","1.1022980213165283","1.140415906906128","1.140415906906128","1.140415906906128","1.1030265092849731","1.1030265092849731","1.1030265092849731","1.1480562686920166","1.1480562686920166","1.1480562686920166"
"62","1.1130731105804443","1.1130731105804443","1.1130731105804443","1.1652032136917114","1.1652032136917114","1.1652032136917114","1.0033010244369507","1.0033010244369507","1.0033010244369507","1.3049813508987427","1.3049813508987427","1.3049813508987427"
"63","1.307586431503296","1.307586431503296","1.307586431503296","1.194972276687622","1.194972276687622","1.194972276687622","1.1800042390823364","1.1800042390823364","1.1800042390823364","1.296172857284546","1.296172857284546","1.296172857284546"
"64","1.3315012454986572","1.3315012454986572","1.3315012454986572","1.0745645761489868","1.0745645761489868","1.0745645761489868","1.0881967544555664","1.0881967544555664","1.0881967544555664","1.4254531860351562","1.4254531860351562","1.4254531860351562"
"65","1.1405260562896729","1.1405260562896729","1.1405260562896729","1.0234971046447754","1.0234971046447754","1.0234971046447754","1.1167904138565063","1.1167904138565063","1.1167904138565063","1.3093671798706055","1.3093671798706055","1.3093671798706055"
"66","0.907858669757843","0.907858669757843","0.907858669757843","0.9004554748535156","0.9004554748535156","0.9004554748535156","0.8503912687301636","0.8503912687301636","0.8503912687301636","1.0622491836547852","1.0622491836547852","1.0622491836547852"
"67","0.7657527923583984","0.7657527923583984","0.7657527923583984","0.7735886573791504","0.7735886573791504","0.7735886573791504","0.6420090794563293","0.6420090794563293","0.6420090794563293","0.7352361679077148","0.7352361679077148","0.7352361679077148"
"68","0.6156407594680786","0.6156407594680786","0.6156407594680786","0.6306625008583069","0.6306625008583069","0.6306625008583069","0.4944640100002289","0.4944640100002289","0.4944640100002289","0.396395206451416","0.396395206451416","0.396395206451416"
"69","0.6654072999954224","0.6654072999954224","0.6654072999954224","0.5798848271369934","0.5798848271369934","0.5798848271369934","0.4903947114944458","0.4903947114944458","0.4903947114944458","0.45555543899536133","0.45555543899536133","0.45555543899536133"
"70","0.665377140045166","0.665377140045166","0.665377140045166","0.497819185256958","0.497819185256958","0.497819185256958","0.4401260316371918","0.4401260316371918","0.4401260316371918","0.509276807308197","0.509276807308197","0.509276807308197"
"71","0.5285753607749939","0.5285753607749939","0.5285753607749939","0.38919317722320557","0.38919317722320557","0.38919317722320557","0.41863781213760376","0.41863781213760376","0.41863781213760376","0.39560383558273315","0.39560383558273315","0.39560383558273315"
"72","0.5054854154586792","0.5054854154586792","0.5054854154586792","0.34330612421035767","0.34330612421035767","0.34330612421035767","0.3601241111755371","0.3601241111755371","0.3601241111755371","0.256167471408844","0.256167471408844","0.256167471408844"
"73","0.5246416330337524","0.5246416330337524","0.5246416330337524","0.2123774290084839","0.2123774290084839","0.2123774290084839","0.20616964995861053","0.20616964995861053","0.20616964995861053","0","0","0"
"74","0.6797997951507568","0.6797997951507568","0.6797997951507568","0.3674418032169342","0.3674418032169342","0.3674418032169342","0.3809165060520172","0.3809165060520172","0.3809165060520172","0.2880294620990753","0.2880294620990753","0.2880294620990753"
"75","0.6128894090652466","0.6128894090652466","0.6128894090652466","0.4855482280254364","0.4855482280254364","0.4855482280254364","0.5180734395980835","0.5180734395980835","0.5180734395980835","0.4945839047431946","0.4945839047431946","0.4945839047431946"
"76","0.733757495880127","0.733757495880127","0.733757495880127","0.5598807334899902","0.5598807334899902","0.5598807334899902","0.6336327195167542","0.6336327195167542","0.6336327195167542","0.5248398780822754","0.5248398780822754","0.5248398780822754"
"77","0.712536096572876","0.712536096572876","0.712536096572876","0.6119385957717896","0.6119385957717896","0.6119385957717896","0.6588064432144165","0.6588064432144165","0.6588064432144165","0.6578032374382019","0.6578032374382019","0.6578032374382019"
"78","0.7280610799789429","0.7280610799789429","0.7280610799789429","0.7355057001113892","0.7355057001113892","0.7355057001113892","0.4993245303630829","0.4993245303630829","0.4993245303630829","0.4472036063671112","0.4472036063671112","0.4472036063671112"
"79","0.8936247825622559","0.8936247825622559","0.8936247825622559","0.7602331638336182","0.7602331638336182","0.7602331638336182","0.6583667993545532","0.6583667993545532","0.6583667993545532","0.6843418478965759","0.6843418478965759","0.6843418478965759"
"80","0.9771758317947388","0.9771758317947388","0.9771758317947388","0.9065153002738953","0.9065153002738953","0.9065153002738953","0.9705138206481934","0.9705138206481934","0.9705138206481934","1.0602184534072876","1.0602184534072876","1.0602184534072876"
"81","1.1904717683792114","1.1904717683792114","1.1904717683792114","1.0847209692001343","1.0847209692001343","1.0847209692001343","1.3694647550582886","1.3694647550582886","1.3694647550582886","1.248971939086914","1.248971939086914","1.248971939086914"
"82","1.3602659702301025","1.3602659702301025","1.3602659702301025","1.2398356199264526","1.2398356199264526","1.2398356199264526","1.3713027238845825","1.3713027238845825","1.3713027238845825","1.2221360206604004","1.2221360206604004","1.2221360206604004"
"83","1.2671178579330444","1.2671178579330444","1.2671178579330444","1.3029654026031494","1.3029654026031494","1.3029654026031494","1.2331843376159668","1.2331843376159668","1.2331843376159668","1.2366660833358765","1.2366660833358765","1.2366660833358765"
"84","1.0531530380249023","1.0531530380249023","1.0531530380249023","1.0708813667297363","1.0708813667297363","1.0708813667297363","0.9065027236938477","0.9065027236938477","0.9065027236938477","0.85233473777771","0.85233473777771","0.85233473777771"
"85","1.122902750968933","1.122902750968933","1.122902750968933","0.8671063184738159","0.8671063184738159","0.8671063184738159","0.9441708922386169","0.9441708922386169","0.9441708922386169","1.1925159692764282","1.1925159692764282","1.1925159692764282"
"86","1.0663931369781494","1.0663931369781494","1.0663931369781494","0.9771813154220581","0.9771813154220581","0.9771813154220581","0.9386013150215149","0.9386013150215149","0.9386013150215149","1.1471363306045532","1.1471363306045532","1.1471363306045532"
"87","0.8893473148345947","0.8893473148345947","0.8893473148345947","0.9142701625823975","0.9142701625823975","0.9142701625823975","0.9419539570808411","0.9419539570808411","0.9419539570808411","0.9531935453414917","0.9531935453414917","0.9531935453414917"
"88","0.8288553953170776","0.8288553953170776","0.8288553953170776","0.8094159364700317","0.8094159364700317","0.8094159364700317","0.737618625164032","0.737618625164032","0.737618625164032","0.7134080529212952","0.7134080529212952","0.7134080529212952"
"89","0.6717795729637146","0.6717795729637146","0.6717795729637146","0.5900869965553284","0.5900869965553284","0.5900869965553284","0.45759230852127075","0.45759230852127075","0.45759230852127075","0.37426021695137024","0.37426021695137024","0.37426021695137024"
"90","0.6607688069343567","0.6607688069343567","0.6607688069343567","0.5572537183761597","0.5572537183761597","0.5572537183761597","0.5380232334136963","0.5380232334136963","0.5380232334136963","0.45559099316596985","0.45559099316596985","0.45559099316596985"
"91","0.7235065698623657","0.7235065698623657","0.7235065698623657","0.5478899478912354","0.5478899478912354","0.5478899478912354","0.5707030296325684","0.5707030296325684","0.5707030296325684","0.5741817951202393","0.5741817951202393","0.5741817951202393"
"92","0.5873274207115173","0.5873274207115173","0.5873274207115173","0.4723591208457947","0.4723591208457947","0.4723591208457947","0.4661542773246765","0.4661542773246765","0.4661542773246765","0.4421067237854004","0.4421067237854004","0.4421067237854004"
"93","0.6264740228652954","0.6264740228652954","0.6264740228652954","0.4224385619163513","0.4224385619163513","0.4224385619163513","0.4535692632198334","0.4535692632198334","0.4535692632198334","0.3539719581604004","0.3539719581604004","0.3539719581604004"
"94","0.5445936918258667","0.5445936918258667","0.5445936918258667","0.2525317966938019","0.2525317966938019","0.2525317966938019","0.23370663821697235","0.23370663821697235","0.23370663821697235","0","0","0"
"95","0.6383928656578064","0.6383928656578064","0.6383928656578064","0.38556790351867676","0.38556790351867676","0.38556790351867676","0.3867148458957672","0.3867148458957672","0.3867148458957672","0.25076770782470703","0.25076770782470703","0.25076770782470703"
"96","0.7654948234558105","0.7654948234558105","0.7654948234558105","0.4663240909576416","0.4663240909576416","0.4663240909576416","0.5795041918754578","0.5795041918754578","0.5795041918754578","0.44895124435424805","0.44895124435424805","0.44895124435424805"
"97","0.7470049858093262","0.7470049858093262","0.7470049858093262","0.6197366714477539","0.6197366714477539","0.6197366714477539","0.6330063343048096","0.6330063343048096","0.6330063343048096","0.6750748157501221","0.6750748157501221","0.6750748157501221"
"98","0.7512977123260498","0.7512977123260498","0.7512977123260498","0.6613093614578247","0.6613093614578247","0.6613093614578247","0.666225790977478","0.666225790977478","0.666225790977478","0.5758331418037415","0.5758331418037415","0.5758331418037415"
"99","0.8375882506370544","0.8375882506370544","0.8375882506370544","0.6935368776321411","0.6935368776321411","0.6935368776321411","0.5108510255813599","0.5108510255813599","0.5108510255813599","0.51614910364151","0.51614910364151","0.51614910364151"
"100","0.9165378212928772","0.9165378212928772","0.9165378212928772","0.9003243446350098","0.9003243446350098","0.9003243446350098","0.9199376106262207","0.9199376106262207","0.9199376106262207","1.1046266555786133","1.1046266555786133","1.1046266555786133"
"101","1.222912073135376","1.222912073135376","1.222912073135376","1.035005807876587","1.035005807876587","1.035005807876587","1.0613104104995728","1.0613104104995728","1.0613104104995728","1.3671071529388428","1.3671071529388428","1.3671071529388428"
"102","1.3781425952911377","1.3781425952911377","1.3781425952911377","1.412673830986023","1.412673830986023","1.412673830986023","1.327462911605835","1.327462911605835","1.327462911605835","1.7272136211395264","1.7272136211395264","1.7272136211395264"
"103","1.3783884048461914","1.3783884048461914","1.3783884048461914","1.5027843713760376","1.5027843713760376","1.5027843713760376","1.3529294729232788","1.3529294729232788","1.3529294729232788","1.8998637199401855","1.8998637199401855","1.8998637199401855"
"104","1.545688271522522","1.545688271522522","1.545688271522522","1.2713087797164917","1.2713087797164917","1.2713087797164917","1.5621823072433472","1.5621823072433472","1.5621823072433472","1.3370708227157593","1.3370708227157593","1.3370708227157593"
"105","0.9578850269317627","0.9578850269317627","0.9578850269317627","0.8237430453300476","0.8237430453300476","0.8237430453300476","0.7631064653396606","0.7631064653396606","0.7631064653396606","0.7312425374984741","0.7312425374984741","0.7312425374984741"
"106","0.906890869140625","0.906890869140625","0.906890869140625","0.7585135698318481","0.7585135698318481","0.7585135698318481","0.8809981346130371","0.8809981346130371","0.8809981346130371","1.2268950939178467","1.2268950939178467","1.2268950939178467"
"107","0.9957191944122314","0.9957191944122314","0.9957191944122314","0.9611281156539917","0.9611281156539917","0.9611281156539917","1.0921530723571777","1.0921530723571777","1.0921530723571777","1.1027873754501343","1.1027873754501343","1.1027873754501343"
"108","0.7525215148925781","0.7525215148925781","0.7525215148925781","0.8206005096435547","0.8206005096435547","0.8206005096435547","0.7548253536224365","0.7548253536224365","0.7548253536224365","0.8357281684875488","0.8357281684875488","0.8357281684875488"
"109","0.6890387535095215","0.6890387535095215","0.6890387535095215","0.8252469301223755","0.8252469301223755","0.8252469301223755","0.8140439987182617","0.8140439987182617","0.8140439987182617","0.6481764316558838","0.6481764316558838","0.6481764316558838"
"110","0.5647796988487244","0.5647796988487244","0.5647796988487244","0.6589885950088501","0.6589885950088501","0.6589885950088501","0.4492693841457367","0.4492693841457367","0.4492693841457367","0.36029064655303955","0.36029064655303955","0.36029064655303955"
"111","0.6244935989379883","0.6244935989379883","0.6244935989379883","0.5947121381759644","0.5947121381759644","0.5947121381759644","0.46335071325302124","0.46335071325302124","0.46335071325302124","0.4609012007713318","0.4609012007713318","0.4609012007713318"
"112","0.720163106918335","0.720163106918335","0.720163106918335","0.532050371170044","0.532050371170044","0.532050371170044","0.5802468061447144","0.5802468061447144","0.5802468061447144","0.6716799139976501","0.6716799139976501","0.6716799139976501"
"113","0.685664176940918","0.685664176940918","0.685664176940918","0.5086668133735657","0.5086668133735657","0.5086668133735657","0.4961101710796356","0.4961101710796356","0.4961101710796356","0.43353724479675293","0.43353724479675293","0.43353724479675293"
"114","0.7153213620185852","0.7153213620185852","0.7153213620185852","0.44463080167770386","0.44463080167770386","0.44463080167770386","0.4163515269756317","0.4163515269756317","0.4163515269756317","0.3089544177055359","0.3089544177055359","0.3089544177055359"
"115","0.6615296602249146","0.6615296602249146","0.6615296602249146","0.21968185901641846","0.21968185901641846","0.21968185901641846","0.26203453540802","0.26203453540802","0.26203453540802","0","0","0"
"116","0.7426506876945496","0.7426506876945496","0.7426506876945496","0.4394712746143341","0.4394712746143341","0.4394712746143341","0.5073070526123047","0.5073070526123047","0.5073070526123047","0.29135939478874207","0.29135939478874207","0.29135939478874207"
"117","0.8442418575286865","0.8442418575286865","0.8442418575286865","0.6004348993301392","0.6004348993301392","0.6004348993301392","0.6079943776130676","0.6079943776130676","0.6079943776130676","0.6185246109962463","0.6185246109962463","0.6185246109962463"
"118","0.9691098928451538","0.9691098928451538","0.9691098928451538","0.6871947646141052","0.6871947646141052","0.6871947646141052","0.7243247032165527","0.7243247032165527","0.7243247032165527","0.6833216547966003","0.6833216547966003","0.6833216547966003"
